C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_277.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_277.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_277.jpg,0,0,0,1.527505
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_365.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_365.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_365.jpg,0,0,0,1.515229
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_452.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_452.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_452.jpg,0,0,0,1.503052
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_542.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_542.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_542.jpg,0,0,0,1.487968
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_616.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_616.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_616.jpg,0,0,0,1.47601
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_704.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_704.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_704.jpg,0,0,0,1.464148
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_785.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_785.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_785.jpg,0,0,0,1.452381
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_867.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_867.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_867.jpg,0,0,0,1.440709
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_42_954.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_42_954.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_42_954.jpg,0,0,0,1.429131
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_039.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_039.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_039.jpg,0,0,0,1.414789
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_113.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_113.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_113.jpg,0,0,0,1.406253
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_211.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_211.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_211.jpg,0,0,0,1.392141
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_291.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_291.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_291.jpg,0,0,0,1.380952
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_378.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_378.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_378.jpg,0,0,0,1.367093
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_455.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_455.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_455.jpg,0,0,0,1.356106
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_535.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_535.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_535.jpg,0,0,0,1.345207
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_621.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_621.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_621.jpg,0,0,0,1.334396
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_700.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_700.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_700.jpg,0,0.2422014,0,1.559367
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_823.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_823.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_823.jpg,0,0.5002797,0,1.979205
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_904.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_904.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_904.jpg,0,0.7405137,0,2.711382
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_43_953.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_43_953.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_43_953.jpg,0,0.9998364,0,3.652682
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_034.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_034.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_034.jpg,0,1,0,4.590652
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_117.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_117.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_117.jpg,0,1,0,5.750599
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_200.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_200.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_200.jpg,0,1,0,6.670527
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_285.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_285.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_285.jpg,0,1,0,7.583301
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_376.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_376.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_376.jpg,0,1,0,8.7143
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_463.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_463.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_463.jpg,0,1,0,9.611146
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_547.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_547.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_547.jpg,0,1,0,10.50096
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_629.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_629.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_629.jpg,0,0.7550509,0,11.16943
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_709.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_709.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_709.jpg,0,0.5109226,0,11.78691
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_813.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_813.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_813.jpg,0,0.2639404,0,11.92248
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_896.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_896.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_896.jpg,0,0.03102009,0,11.95589
C:\Users\This PC\Desktop\Behavioural_Clone\IMG\center_2019_07_27_22_57_44_985.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\left_2019_07_27_22_57_44_985.jpg,C:\Users\This PC\Desktop\Behavioural_Clone\IMG\right_2019_07_27_22_57_44_985.jpg,-0.25,0,0,11.28257
